# Time-averaged data for fix myat3
# TimeStep v_myenthalpy
100 -11801.6
200 18942.7
300 26988
400 30078.4
500 17797.2
600 -6665.67
700 2727.31
800 25546.8
900 26029.4
1000 23370.6
