# Time-averaged data for fix myat3
# TimeStep v_myenthalpy
103700 11.5883
103800 12.3897
103900 -9.82754
104000 -8.42269
104100 -10.0454
104200 16.6168
104300 14.1116
104400 4.28932
104500 -2.39583
104600 -1.52901
104700 -11.6181
104800 -5.8519
104900 0.567764
105000 18.7374
105100 -3.93225
105200 -20.0208
105300 -3.35964
105400 -15.1867
105500 10.5238
105600 18.9383
105700 22.295
105800 -4.49829
105900 -6.21266
106000 -7.91965
106100 0.946192
106200 -1.13997
106300 -2.46626
106400 -9.33383
106500 0.321391
106600 -5.18125
106700 16.6436
106800 0.0889358
106900 -1.31614
107000 -3.61569
107100 -12.8
107200 -10.3104
107300 -15.4302
107400 3.7644
107500 6.81773
107600 13.4205
107700 -12.6299
107800 2.08612
107900 -0.102125
108000 2.60566
108100 14.887
108200 -11.4435
108300 -0.388694
108400 10.9476
108500 -5.60326
108600 8.18659
108700 10.2551
108800 2.78518
108900 -2.53905
109000 2.90654
109100 0.855054
109200 21.6761
109300 2.51971
109400 20.5167
109500 11.9583
109600 -11.9236
109700 -16.2165
109800 5.04881
109900 12.1643
110000 0.89386
110100 -12.0144
110200 5.0579
110300 6.94747
110400 24.6873
110500 19.4985
110600 1.7702
110700 2.00613
110800 5.53985
110900 -12.733
111000 -12.4895
111100 -3.49382
111200 -3.34418
111300 10.5373
111400 -0.592204
111500 -8.07261
111600 -1.79858
111700 11.6063
111800 30.2231
111900 5.67879
112000 4.90063
112100 0.305689
112200 5.51787
112300 -12.1739
112400 -12.3036
112500 -7.9742
112600 -3.05917
112700 -18.5087
112800 9.1464
112900 2.18891
113000 14.64
113100 19.6098
113200 -4.57492
113300 15.7695
113400 17.1543
113500 -1.57452
113600 -3.15399
113700 -18.2392
113800 -1.96247
113900 -3.17978
114000 9.90392
114100 -8.84468
114200 5.18739
114300 2.63435
114400 -1.75291
114500 6.62599
114600 0.370781
114700 20.2628
114800 20.7235
114900 1.21819
115000 -3.05459
115100 4.97805
115200 6.4401
115300 -0.713829
115400 8.60963
115500 2.17883
115600 0.394011
115700 11.6649
115800 0.831854
115900 -3.97315
116000 -11.0003
116100 -3.85594
116200 6.15455
116300 -0.83635
116400 17.7851
116500 19.5743
116600 10.2898
116700 19.4368
116800 -11.2253
116900 -8.70265
117000 11.0713
117100 13.8693
117200 8.21968
117300 -13.7433
117400 -10.194
117500 2.35513
117600 -6.12176
117700 15.22
117800 11.295
117900 -3.24014
118000 -2.51892
118100 8.00866
118200 24.7138
118300 12.279
118400 -6.54447
118500 3.86103
118600 -15.6093
118700 -3.89666
118800 -8.79529
118900 -1.45693
119000 -0.754502
119100 -3.69359
119200 2.04055
119300 -4.62379
119400 12.5982
119500 22.8643
119600 16.8272
119700 25.7616
119800 3.85037
119900 -4.23991
120000 -8.91806
